epoch,train_loss,train_acc1,train_acc5,val_acc1,val_acc5,imagenetR_acc1,imagenetR_acc5
0,5.710950724069299,5.340599536895752,14.413655281066895,11.967999458312988,28.56399917602539,4.603333473205566,13.786666870117188
1,3.9255472542671974,22.077760696411133,44.26050567626953,25.06999969482422,48.87799835205078,9.123332977294922,21.719999313354492
2,3.196125347973617,32.902034759521484,57.75319290161133,35.545997619628906,61.577999114990234,12.720000267028809,26.450000762939453
3,2.827198574418608,39.057044982910156,64.29373168945312,40.15599822998047,65.86799621582031,12.390000343322754,24.739999771118164
4,2.6098777102091932,42.87653350830078,68.04804229736328,38.02000045776367,64.39599609375,15.489999771118164,31.380001068115234
5,2.4659313053895247,45.536842346191406,70.43641662597656,45.49599838256836,71.27999877929688,15.616666793823242,30.1200008392334
6,2.359047187743513,47.4732780456543,72.19509887695312,48.619998931884766,74.8699951171875,19.93666648864746,36.893333435058594
7,2.278849863932405,48.961219787597656,73.5162353515625,49.194000244140625,75.53199768066406,21.239999771118164,38.99333190917969
8,2.2127812380448173,50.202667236328125,74.60543060302734,51.955997467041016,77.73400115966797,21.746667861938477,38.78666687011719
9,2.1579006938421625,51.25038146972656,75.42667388916016,39.10599899291992,64.79999542236328,16.06999969482422,32.10333251953125
10,2.112230795882028,52.098751068115234,76.13262176513672,53.7339973449707,79.07999420166016,21.176666259765625,37.689998626708984
11,2.0727463558964643,52.89192581176758,76.73960876464844,54.77000045776367,79.50599670410156,23.30000114440918,41.12333297729492
12,2.041533415431502,53.522926330566406,77.23246002197266,54.74399948120117,79.93000030517578,22.690000534057617,40.06999969482422
13,2.010995266095892,54.12408447265625,77.71600341796875,54.11399841308594,79.53199768066406,22.353334426879883,40.56333541870117
14,1.9881913604583745,54.553260803222656,78.04747772216797,54.49599838256836,79.48199462890625,23.610000610351562,41.07666778564453
15,1.9650444058463425,55.028892517089844,78.42449951171875,54.395999908447266,79.47200012207031,21.399999618530273,37.46666717529297
16,1.941234536883096,55.4369010925293,78.76123046875,53.93199920654297,78.75799560546875,21.263334274291992,38.28333282470703
17,1.9253374519583197,55.781349182128906,79.03335571289062,56.02000045776367,80.76799774169922,24.126667022705078,42.22999954223633
18,1.9075583970505585,56.11990737915039,79.28365325927734,57.26599884033203,81.63600158691406,23.670000076293945,41.31999969482422
19,1.8887040446504046,56.56850051879883,79.54350280761719,56.49199676513672,81.21199798583984,25.983333587646484,43.959999084472656
20,1.8737209446673524,56.80652618408203,79.7774887084961,56.07600021362305,80.66999816894531,22.116666793823242,38.76000213623047
21,1.8595490568170163,57.09800338745117,80.03827667236328,56.76799774169922,81.48400115966797,24.71666717529297,42.15333557128906
22,1.8462726943984833,57.369930267333984,80.1861572265625,55.51799774169922,79.9280014038086,23.440000534057617,41.21666717529297
23,1.8326075289504624,57.601707458496094,80.38543701171875,57.60199737548828,81.9219970703125,24.30666732788086,41.52333450317383
24,1.8212551181821235,57.862308502197266,80.55686950683594,58.3120002746582,82.44599914550781,23.763334274291992,39.99333190917969
25,1.8081481714094132,58.11191177368164,80.7455062866211,59.211997985839844,83.23600006103516,25.753334045410156,43.5
26,1.7960846802951884,58.37712478637695,80.91971588134766,59.4839973449707,83.22599792480469,27.426666259765625,44.91666793823242
27,1.7850430590873645,58.630130767822266,81.03373718261719,60.727996826171875,84.10799407958984,25.81999969482422,43.290000915527344
28,1.7761923896128204,58.81050491333008,81.22367095947266,60.87199783325195,84.20199584960938,26.803333282470703,44.823333740234375
29,1.7616280757970746,59.08557891845703,81.42842102050781,59.1879997253418,83.05199432373047,24.226667404174805,41.42333221435547
30,1.7492792270033843,59.29106903076172,81.59355926513672,57.83199691772461,82.33200073242188,23.80666732788086,40.880001068115234
31,1.740068799798968,59.55992126464844,81.70410919189453,56.95800018310547,81.47799682617188,25.80000114440918,42.689998626708984
32,1.7302130884513396,59.69451141357422,81.9029541015625,57.87399673461914,82.12999725341797,23.873332977294922,40.35000228881836
33,1.7222088453499877,59.88922119140625,81.96944427490234,58.94199752807617,82.8219985961914,27.573333740234375,45.936668395996094
34,1.7087444444191409,60.150245666503906,82.17475128173828,59.58399963378906,83.1520004272461,26.470001220703125,44.47666549682617
35,1.6983562297827044,60.40917205810547,82.32864379882812,61.97599792480469,84.96199798583984,28.950000762939453,46.959999084472656
36,1.6846486560246565,60.663570404052734,82.47272491455078,61.18000030517578,84.33999633789062,27.360000610351562,44.85333251953125
37,1.6765426969101893,60.81817626953125,82.63628387451172,60.1359977722168,83.35599517822266,26.30666732788086,43.93333435058594
38,1.6634015930682484,61.093666076660156,82.80880737304688,61.87399673461914,85.00999450683594,30.149999618530273,48.983333587646484
39,1.6517420876431255,61.33974838256836,82.97373962402344,60.75599670410156,84.14799499511719,26.353334426879883,43.77000045776367
40,1.6400365471367317,61.5140266418457,83.12760162353516,62.77199935913086,85.4739990234375,26.663333892822266,44.483333587646484
41,1.631007898107936,61.78361892700195,83.2744140625,62.34000015258789,85.33200073242188,26.149999618530273,43.78333282470703
42,1.6227127751176849,61.92633819580078,83.38104248046875,61.237998962402344,84.3499984741211,26.16666603088379,43.503334045410156
43,1.606644473476849,62.27152633666992,83.56813049316406,62.5620002746582,85.08599853515625,25.983333587646484,42.9466667175293
44,1.5941744748046203,62.49114990234375,83.76692962646484,60.89799880981445,83.95800018310547,26.41666603088379,43.88999938964844
45,1.5848345260015748,62.71209716796875,83.85832214355469,64.9000015258789,86.9000015258789,28.970001220703125,46.836666107177734
46,1.5716367653578471,62.95490646362305,84.04082489013672,63.69199752807617,86.15799713134766,28.139999389648438,45.296669006347656
47,1.5595753642855694,63.27079391479492,84.18537139892578,63.6359977722168,85.91999816894531,29.700000762939453,47.59333419799805
48,1.5488229719295177,63.478797912597656,84.36959075927734,63.097999572753906,85.9280014038086,27.889999389648438,45.10333251953125
49,1.5344078308139708,63.806427001953125,84.559814453125,64.75799560546875,86.58399963378906,28.47333335876465,46.246665954589844
50,1.5253288013418247,64.0303726196289,84.70089721679688,62.36199951171875,85.22999572753906,26.823333740234375,44.18333435058594
51,1.509536334182669,64.30792999267578,84.89031219482422,65.28599548339844,87.00999450683594,28.670000076293945,46.77000045776367
52,1.4966861447328221,64.5204086303711,85.0616455078125,65.3759994506836,87.24800109863281,29.853334426879883,47.796669006347656
53,1.4824617763611865,64.86910247802734,85.26525115966797,64.5999984741211,86.79199981689453,30.866666793823242,48.709999084472656
54,1.4681177896850164,65.18541717529297,85.43623352050781,62.60799789428711,85.20999908447266,28.24333381652832,45.45000076293945
55,1.4567163179173475,65.42201232910156,85.59740447998047,66.3740005493164,87.72999572753906,29.82666778564453,47.3466682434082
