epoch,train_loss,train_acc1,train_acc5,val_acc1,val_acc5,imagenetR_acc1,imagenetR_acc5
0,1.432263353948436,69.08364868164062,87.89542388916016,70.47200012207031,90.0719985961914,,
1,1.4141395040384066,69.33919525146484,88.02824401855469,70.96399688720703,90.30799865722656,,
2,1.4028036529106935,69.55805969238281,88.11734771728516,70.56800079345703,89.97999572753906,,
3,1.3969840057169396,69.61933135986328,88.19970703125,70.7459945678711,90.26200103759766,,
4,1.392992490678085,69.73091125488281,88.18220520019531,71.09400177001953,90.45399475097656,,
5,1.390713470505876,69.71763610839844,88.19933319091797,71.13800048828125,90.45999908447266,,
6,1.384510739192183,69.80305480957031,88.25215911865234,71.08999633789062,90.4000015258789,,
7,1.3812223823130036,69.84027099609375,88.2931900024414,71.13399505615234,90.45600128173828,,
8,1.3823986530156196,69.83377075195312,88.28646850585938,71.05999755859375,90.37799835205078,,
9,1.3803961847003086,69.86751556396484,88.27324676513672,71.00399780273438,90.41199493408203,,
10,1.3821340910886222,69.86348724365234,88.30074310302734,70.94599914550781,90.36000061035156,,
11,1.3781234025784923,69.87590026855469,88.31124877929688,71.1259994506836,90.5199966430664,,
12,1.3822524715143218,69.90093231201172,88.28217315673828,71.1199951171875,90.49199676513672,,
13,1.3793548882295907,69.8754653930664,88.30278778076172,71.15599822998047,90.49800109863281,,
14,1.3774674111460268,69.88960266113281,88.33766174316406,71.03199768066406,90.40999603271484,,
15,1.3769143496224445,69.92350006103516,88.30599212646484,71.06600189208984,90.447998046875,,
16,1.375194597994895,69.96380615234375,88.31063842773438,71.18799591064453,90.50799560546875,,
17,1.3764008653313,69.92603302001953,88.32971954345703,70.93999481201172,90.33200073242188,,
18,1.3730791344588482,69.91130065917969,88.33793640136719,71.18199920654297,90.5,,
19,1.3765193822042552,69.9219741821289,88.29833221435547,71.14799499511719,90.48400115966797,,
20,1.3696194334172038,69.9936752319336,88.38595581054688,70.8759994506836,90.27399444580078,,
21,1.3771676544550537,69.8857421875,88.30490112304688,70.90999603271484,90.22200012207031,,
22,1.3737815663174056,69.99655151367188,88.35907745361328,71.11399841308594,90.45199584960938,,
23,1.3759243461683455,69.91240692138672,88.32373809814453,71.09199523925781,90.39199829101562,,
24,1.3758388802134902,69.95728302001953,88.33727264404297,71.01200103759766,90.35599517822266,,
25,1.3735734986126635,69.95228576660156,88.36627197265625,71.14799499511719,90.43000030517578,,
26,1.3725562812613437,69.93949890136719,88.35211181640625,71.0999984741211,90.45199584960938,,
27,1.3740023163412418,69.9865951538086,88.34127807617188,71.1500015258789,90.45999908447266,,
28,1.3764878845019668,69.94860076904297,88.32682037353516,70.93399810791016,90.3499984741211,,
29,1.3740577594394967,69.94721984863281,88.31719207763672,71.06199645996094,90.47999572753906,,
